id anexLCA anhrLCA ancpLCA antdLCA andeLCA anpfCA anrcLCA anofLCA antgLCA anasLCA
13123 2 2 1 1 2 2 1 2 1 2
13124 2 1 1 1 1 2 2 2 2 2
13125 1 1 1 1 1 1 2 2 2 2
13126 2 2 1 2 2 2 2 2 2 2
13127 2 2 1 1 1 2 2 2 1 1
13128 2 2 2 1 2 2 2 2 2 2
13129 2 1 2 2 2 1 2 1 2 2
13130 1 2 2 2 1 1 2 2 2 2
13131 2 1 2 2 2 2 2 2 2 2
13132 2 2 1 1 2 2 2 2 2 2
13133 2 1 2 2 2 1 2 2 2 2
13134 2 1 1 1 1 1 1 1 2 2
13135 2 2 2 2 1 2 1 1 2 2
13136 2 2 2 2 2 1 2 2 2 2
13137 2 1 2 2 2 2 1 1 2 2
13138 2 2 1 1 2 2 1 2 2 2
13139 1 1 1 1 2 1 1 1 2 2
13140 2 1 2 2 2 2 1 2 2 2
13141 2 2 1 2 1 1 1 2 2 2
13142 2 2 2 1 2 2 2 2 2 2
13143 1 2 1 1 1 2 1 2 2 2
13144 1 1 2 2 1 1 1 2 2 2
13145 1 1 1 1 1 1 1 2 2 2
13146 2 2 2 2 2 1 2 2 2 2
13147 2 2 2 1 1 1 2 1 2 2
13148 2 1 2 2 2 2 2 2 2 2
13149 2 2 2 2 2 2 2 2 2 2
13150 1 1 1 1 1 2 1 2 1 2
13151 2 2 1 2 1 2 2 2 2 2
13152 2 2 2 2 1 2 2 2 2 2
13153 1 1 2 1 1 1 1 2 2 2
13154 1 2 1 1 2 2 1 2 2 2
13155 2 1 2 2 2 2 2 2 2 2
13156 2 1 1 1 1 1 1 2 1 2
13157 2 2 2 2 1 2 1 1 2 2
13158 1 2 2 1 2 2 2 2 2 2
13159 1 1 1 1 1 1 1 2 1 2
13160 2 2 2 2 2 2 2 2 1 2
13161 2 2 1 2 1 2 1 2 2 2
13162 2 2 2 2 2 2 1 2 2 2
13163 2 2 2 2 2 2 2 2 2 2
13164 2 1 1 1 1 1 1 2 2 2
13165 2 2 2 2 1 1 2 2 2 2
13166 2 1 1 1 1 1 2 2 2 2
13167 2 2 1 1 1 1 1 1 2 2
13168 2 1 1 1 2 1 2 2 1 2
13169 1 1 1 1 1 2 1 2 2 2
13170 2 2 2 1 2 2 2 2 2 2
13171 2 1 1 1 1 1 2 1 2 2
13172 2 1 2 1 1 1 2 1 1 2
13173 2 1 1 2 1 1 1 2 2 2
13174 2 1 1 1 1 2 2 2 2 2
13175 2 2 2 1 2 2 1 2 2 2
13176 1 1 2 1 1 1 2 1 2 2
13177 2 1 1 1 1 1 1 2 1 2
13178 2 2 1 2 1 2 1 2 2 1
13179 1 2 1 1 1 1 1 2 1 2
13180 2 1 2 2 2 2 1 2 2 2
13181 1 1 1 2 2 1 1 2 2 2
13182 2 2 2 2 2 2 2 2 2 2
13183 2 1 1 1 1 1 2 2 2 2
13184 2 2 2 2 1 2 2 2 2 2
13185 1 2 2 2 2 1 1 1 2 2
13186 2 2 1 1 1 2 1 2 2 2
13187 2 2 2 1 1 1 2 2 1 2
13188 1 2 2 2 2 1 1 1 2 2
13189 2 2 1 1 1 1 1 2 2 2
13190 1 2 2 2 2 2 2 1 2 2
13191 2 2 1 2 1 1 2 1 2 2
13192 2 1 1 1 1 1 1 2 1 2
13193 2 1 1 1 1 1 1 2 2 2
13194 2 2 1 1 1 1 1 2 1 2
13195 1 1 2 2 1 1 1 2 2 2
13196 2 1 2 1 2 2 2 2 2 2
13197 2 2 1 1 2 2 2 2 2 2
13198 2 1 1 1 2 1 2 2 2 2
13199 2 2 1 1 1 2 1 2 2 2
13200 2 1 1 1 1 2 2 2 1 2
13201 2 2 2 1 2 1 1 2 2 1
13202 2 2 1 1 2 1 2 2 2 2
13203 2 1 1 1 1 2 2 2 2 2
13204 2 2 1 1 2 2 1 2 2 2
13205 2 2 1 1 2 2 2 2 2 2
13206 2 1 1 1 1 1 1 1 2 2
13207 1 2 1 1 1 1 1 1 2 1
13208 1 1 2 1 1 1 1 2 2 2
13209 2 2 2 2 2 1 1 2 2 2
13210 2 1 2 1 1 1 1 2 2 2
13211 2 2 1 1 1 2 2 2 2 2
13212 2 2 1 1 2 2 1 1 2 2
13213 1 1 1 1 1 1 2 2 1 2
13214 2 2 2 1 2 2 2 2 2 2
13215 2 1 1 1 1 2 2 2 2 2
13216 2 1 1 1 2 2 2 2 2 2
13217 2 2 1 1 1 1 1 2 2 2
13218 1 2 2 1 2 1 1 2 2 2
13219 2 1 1 2 2 1 2 2 2 2
13220 2 2 2 1 2 2 2 2 2 2
13221 2 1 2 2 2 2 2 2 2 2
13222 2 2 2 2 2 2 1 2 2 2
13223 2 1 2 1 1 1 2 2 2 2
13224 2 2 2 1 1 1 2 2 2 2
13225 2 2 2 1 1 1 1 2 1 2
13226 2 2 2 2 2 1 1 2 2 2
13227 1 2 2 2 2 2 2 2 2 2
13228 2 2 2 1 2 1 2 2 1 2
13229 2 2 1 1 1 2 1 2 2 2
13230 2 1 1 1 1 1 1 2 1 2
13231 2 2 1 2 2 2 2 2 2 2
13232 2 2 2 2 2 2 2 2 2 2
13233 2 2 2 2 2 2 2 2 2 2
13234 1 2 2 1 2 2 1 2 2 2
13235 2 2 1 2 2 1 2 2 2 2
13236 1 1 2 2 1 1 2 2 2 2
13237 2 2 1 1 1 1 1 2 2 2
13238 2 2 1 1 2 2 2 2 2 2
13239 2 1 1 1 1 2 1 1 2 2
13240 2 2 2 1 1 1 2 2 2 2
13241 2 2 2 1 1 2 2 2 2 2
13242 2 2 1 1 2 2 1 2 2 2
13243 2 2 2 1 2 2 2 2 2 2
13244 2 2 1 1 2 1 2 2 2 2
13245 2 2 2 2 1 1 1 2 2 2
13246 2 2 1 1 1 1 1 2 2 2
13247 2 2 2 2 2 2 2 2 2 2
13248 1 2 1 1 1 1 1 1 2 2
13249 2 2 1 1 2 1 2 2 2 2
13250 2 2 1 1 2 2 2 2 2 2
13251 1 1 1 1 2 1 1 1 2 2
13252 2 1 2 2 1 2 2 2 2 2
13253 2 2 2 2 2 1 2 2 2 2
13254 2 2 2 2 2 2 2 2 2 2
13255 2 2 2 2 2 2 2 2 2 2
13256 2 1 1 1 1 1 2 2 2 2
13257 2 1 1 2 1 2 2 2 2 2
13258 2 2 2 2 2 1 2 2 2 2
13259 2 1 1 2 1 2 2 2 1 2
13260 2 2 1 1 2 2 2 2 2 2
13261 2 2 2 1 2 1 1 2 2 2
13262 2 1 1 1 1 1 1 2 2 2
13263 2 2 1 1 1 1 2 2 2 2
13264 2 1 1 1 1 1 1 2 2 2
13265 2 2 1 1 1 2 2 2 2 2
13266 2 2 2 2 2 1 1 2 2 2
13267 2 2 2 1 2 2 2 1 2 2
13268 2 2 2 1 2 2 1 2 2 1
13269 2 2 1 1 2 2 2 1 2 2
13270 2 1 2 1 1 2 1 2 2 2
13271 2 2 2 1 2 2 2 1 2 2
13272 2 2 1 2 2 2 2 2 2 2
13273 2 2 1 1 1 1 1 2 2 2
13274 2 1 1 1 1 1 1 2 2 2
13275 2 1 2 1 1 1 2 2 2 2
13276 2 1 1 1 1 2 1 2 1 2
13277 2 1 1 2 1 2 1 2 2 2
13278 2 2 1 1 2 2 1 2 2 2
13279 1 1 1 1 1 1 1 1 2 2
13280 2 2 1 1 2 2 1 2 2 2
13281 2 1 1 1 1 1 2 2 2 1
13282 2 1 2 1 2 2 1 1 1 2
13283 1 2 1 1 2 2 1 2 2 2
13284 2 2 1 1 2 1 2 2 2 2
13285 1 1 1 1 1 1 1 2 1 2
13286 1 1 2 2 1 1 2 2 2 2
13287 2 2 1 1 1 2 1 2 2 2
13288 1 2 1 1 1 1 1 2 2 2
13289 1 1 1 1 1 1 1 2 1 2
13290 2 2 2 1 2 2 2 2 2 2
13291 2 2 1 1 2 2 1 2 2 2
13292 2 2 2 2 2 2 2 2 2 2
13293 2 2 1 2 1 1 2 2 2 2
13294 2 2 1 1 2 2 1 2 2 2
13295 2 2 2 1 2 2 2 2 2 2
13296 1 1 2 1 1 2 1 2 2 2
13297 2 2 1 1 2 1 1 2 2 2
13298 1 2 1 2 2 2 2 2 2 2
13299 2 1 1 2 1 1 2 2 2 2
13300 2 1 2 2 1 2 1 1 2 2
13301 2 2 1 1 2 2 1 2 2 2
13302 2 2 2 2 2 2 2 2 2 2
13303 2 1 1 2 1 2 1 2 2 2
13304 2 1 2 2 2 2 1 2 2 2
13305 1 2 1 2 1 1 2 2 2 1
13306 2 2 2 1 1 2 2 2 1 2
13307 1 1 1 1 2 1 1 2 2 2
13308 2 1 2 1 2 2 2 2 2 2
13309 2 1 1 1 2 2 1 2 2 2
13310 2 2 1 1 2 2 1 2 1 2
13311 2 2 1 1 2 2 1 1 2 2
13312 2 1 1 2 1 1 2 2 2 2
13313 2 2 2 2 2 1 2 2 2 2
13314 2 2 1 1 1 1 2 2 2 2
13315 2 2 1 2 2 2 1 2 2 2
13316 2 2 2 1 2 2 2 2 2 2
13317 2 2 2 1 2 2 2 2 2 2
13318 2 2 1 1 1 1 2 2 2 2
13319 2 1 2 1 1 1 1 2 1 2
13320 2 2 2 1 2 2 1 2 2 2
13321 1 1 1 1 1 1 2 1 2 2
13322 2 1 1 2 2 2 1 2 2 2
13323 2 2 1 1 1 1 1 1 2 2
13324 1 2 2 2 1 1 1 2 2 2
13325 1 1 2 2 1 1 2 2 2 2
13326 2 2 1 1 1 2 2 2 2 2
13327 2 2 1 1 2 1 2 2 2 2
13328 2 2 1 1 2 1 2 2 2 2
13329 2 2 1 1 2 2 2 2 2 2
13330 2 2 1 2 2 2 2 2 2 2
13331 2 2 1 1 2 1 2 2 2 2
13332 2 2 1 1 2 1 2 2 2 2
13333 2 2 2 1 2 2 2 2 2 2
13334 2 1 1 1 2 2 1 2 2 2
13335 2 2 2 1 2 1 2 2 2 2
13336 2 1 2 1 2 1 1 2 2 2
13337 1 1 1 2 2 1 2 2 2 2
13338 2 2 1 1 2 1 2 2 2 2
13339 2 1 1 1 1 1 1 2 1 2
13340 2 1 1 2 2 2 1 2 2 2
13341 2 2 2 2 2 2 2 2 2 2
13342 2 1 2 2 2 2 2 2 2 2
13343 2 1 1 1 1 1 1 2 2 2
13344 2 2 2 2 2 1 1 2 2 2
13345 2 1 2 1 1 1 2 1 2 2
13346 2 1 2 2 1 2 2 2 2 2
13347 2 1 1 1 1 2 1 2 2 2
13348 2 1 1 1 1 1 1 2 2 1
13349 2 2 2 2 2 2 2 2 2 2
13350 2 2 2 1 1 2 2 2 2 2
13351 2 2 1 1 2 2 2 2 2 2
13352 2 2 1 1 2 1 2 2 1 2
13353 2 1 2 1 1 1 2 2 2 1
13354 2 2 2 2 2 2 2 2 2 2
13355 2 2 1 1 1 1 1 2 2 2
13356 2 1 2 2 1 2 1 2 1 2
13357 2 2 2 2 1 2 2 2 2 2
13358 2 2 2 2 2 2 1 2 2 2
13359 2 2 2 2 2 1 1 1 2 1
13360 2 2 2 1 2 1 1 2 2 2
13361 2 1 1 2 1 1 2 2 2 2
13362 2 2 2 2 2 2 2 2 2 2
13363 2 2 2 2 2 2 2 1 2 2
13364 2 1 2 1 2 2 2 2 2 2
13365 2 1 1 2 1 1 1 2 2 2
13366 1 1 2 1 1 1 1 2 2 2
13367 2 1 1 1 1 1 2 2 1 2
13368 1 1 2 2 1 2 1 1 2 1
13369 2 2 1 2 1 1 1 2 1 2
13370 2 2 1 1 2 1 1 2 2 2
13371 2 2 1 1 2 1 1 2 2 2
13372 2 1 1 2 1 1 2 2 2 2
13373 2 1 1 1 1 2 2 2 2 1
13374 2 2 2 2 2 2 2 2 2 2
13375 2 2 2 2 2 1 2 2 2 1
13376 2 1 2 1 1 1 1 2 2 2
13377 2 2 1 2 2 2 2 2 2 2
13378 1 2 1 1 1 1 1 2 2 2
13379 2 1 2 1 2 2 2 2 2 2
13380 2 1 1 1 1 1 1 2 2 2
13381 2 2 1 1 1 2 2 2 2 2
13382 2 2 2 2 2 1 2 2 2 2
13383 2 2 2 1 2 2 2 2 2 2
13384 2 2 2 1 1 2 2 2 2 2
13385 2 1 2 2 2 1 2 2 2 2
13386 2 1 1 1 1 1 1 1 1 2
13387 1 2 2 2 1 2 2 2 2 2
13388 2 2 2 1 2 2 2 2 2 2
13389 2 2 1 1 1 2 2 2 2 2
13390 2 1 2 2 2 2 2 1 2 2
13391 2 1 1 2 1 2 1 2 2 2
13392 2 2 1 1 1 2 2 2 2 2
13393 2 2 2 2 2 2 2 2 2 2
13394 2 2 2 1 2 2 2 1 2 2
13395 2 1 2 2 1 1 1 2 2 2
13396 2 2 2 2 2 2 1 2 2 2
13397 2 1 2 1 2 1 1 2 1 2
13398 2 2 1 1 2 1 1 1 2 2
13399 1 2 1 2 2 2 1 2 2 2
13400 2 2 1 1 1 1 2 2 1 1
13401 2 1 1 1 1 2 1 2 2 2
13402 2 2 2 2 2 2 1 2 2 2
13403 2 2 1 1 1 2 2 2 2 2
13404 1 1 1 1 1 1 1 1 2 2
13405 2 2 2 1 2 2 2 2 2 2
13406 2 2 1 1 2 2 2 1 2 2
13407 2 2 1 1 2 1 2 2 2 2
13408 2 2 1 1 1 2 2 2 2 2
13409 2 2 1 1 1 2 1 2 2 2
13410 2 1 1 1 1 1 1 2 2 2
13411 2 2 1 1 1 1 2 2 2 2
13412 2 2 2 1 2 2 1 2 2 2
13413 1 2 1 1 1 1 1 1 1 2
13414 2 1 2 1 2 2 2 2 2 2
13415 2 2 1 1 1 1 2 2 2 2
13416 2 2 2 1 2 2 1 2 2 2
13417 2 2 1 1 1 2 2 2 2 2
13418 2 1 1 1 1 2 1 1 2 2
13419 2 1 1 1 1 1 2 2 1 2
13420 1 2 2 1 1 2 2 2 2 2
13421 2 2 2 1 2 2 1 2 2 2
13422 2 2 2 1 1 2 2 2 2 2
13423 1 2 1 2 2 1 2 2 2 2
13424 2 2 2 2 2 2 1 2 2 2
13425 2 2 1 1 1 2 2 2 2 2
13426 2 2 1 2 2 2 1 2 2 2
13427 1 1 2 2 1 1 2 2 2 2
13428 2 2 1 1 2 1 2 2 2 2
13429 2 2 2 2 1 1 2 1 1 1
13430 2 1 1 1 1 1 1 2 2 2
13431 2 2 1 2 2 2 2 2 2 2
13432 2 2 2 2 1 1 2 2 2 2
13433 2 2 1 1 2 2 2 2 2 2
13434 2 2 2 2 2 2 2 2 2 2
13435 2 2 2 2 2 2 2 2 2 2
13436 1 1 2 1 1 1 1 2 2 2
13437 2 1 1 1 1 1 1 1 1 2
13438 2 1 1 1 1 2 1 2 1 2
13439 1 1 1 1 1 1 1 2 2 2
13440 2 2 2 2 2 1 2 2 2 2
13441 2 2 2 2 1 1 1 2 2 2
13442 2 1 1 1 2 2 2 2 2 2
13443 2 2 1 1 1 2 2 2 2 2
13444 2 1 2 2 2 2 2 2 2 2
13445 2 1 1 1 1 1 1 2 1 2
13446 2 2 1 1 1 2 2 2 2 2
13447 2 1 1 1 1 1 1 2 1 2
13448 2 2 1 1 2 2 1 2 2 2
13449 2 2 2 1 1 1 1 2 2 2
13450 2 1 1 1 1 1 2 2 2 2
13451 2 1 2 2 1 2 1 2 2 2
13452 2 1 1 1 1 1 1 1 1 2
13453 1 1 1 2 2 2 1 2 2 2
13454 1 1 1 1 1 1 1 2 2 2
13455 2 2 2 1 2 2 2 2 2 2
13456 1 1 1 1 2 1 2 2 2 1
13457 2 1 1 1 1 1 1 2 1 2
13458 2 2 2 1 1 1 2 2 2 2
13459 2 2 1 2 1 2 2 2 2 2
13460 2 1 2 2 2 1 1 2 2 2
13461 1 2 2 2 2 2 1 2 2 2
13462 2 2 2 2 2 2 1 2 2 2
13463 2 1 1 2 2 2 2 2 2 2
13464 2 2 1 1 1 2 2 1 2 2
13465 2 2 2 1 2 2 2 2 2 2
13466 2 1 1 1 1 1 1 1 2 2
13467 2 2 2 2 1 2 2 2 2 2
13468 2 1 1 1 1 2 2 2 2 2
13469 2 2 2 1 2 2 2 2 2 2
13470 1 2 1 1 1 2 2 2 2 2
13471 1 1 2 1 1 1 1 2 1 1
13472 2 2 2 2 2 2 2 2 2 2
13473 2 2 1 1 1 2 1 2 2 2
13474 2 2 1 1 1 2 1 2 2 2
13475 2 2 2 1 1 2 2 2 2 2
13476 2 1 2 1 1 2 2 2 2 2
13477 2 2 1 1 2 2 1 2 2 2
13478 2 2 1 2 1 1 1 2 1 2
13479 2 1 1 1 1 1 1 1 2 2
13480 2 1 2 2 1 1 1 2 2 2
13481 2 1 1 1 1 1 2 1 2 2
13482 2 2 2 2 2 1 2 2 2 2
13483 2 2 2 2 2 2 2 2 2 2
13484 2 2 1 1 1 1 1 2 2 2
13485 2 2 2 2 1 1 2 2 2 2
13486 2 2 2 2 2 2 2 2 2 2
13487 2 2 2 1 2 2 1 2 2 2
13488 2 2 1 1 1 1 1 2 2 2
13489 2 2 1 2 2 2 1 2 1 2
13490 2 2 2 1 2 1 2 2 2 2
13491 2 2 1 1 1 1 2 2 1 2
13492 2 1 1 1 1 1 1 2 2 2
13493 2 2 1 1 2 1 1 2 2 2
13494 1 1 1 1 1 2 1 1 2 2
13495 2 2 1 1 1 1 2 2 2 2
13496 2 1 2 2 2 2 2 2 2 2
13497 2 1 2 2 1 2 2 2 2 2
13498 2 2 2 2 2 2 2 2 2 2
13499 2 2 1 1 1 2 1 2 2 2
13500 2 2 1 1 1 2 1 2 2 2
13501 2 1 2 1 1 1 1 2 1 2
13502 2 2 1 1 2 2 2 2 2 2
13503 2 1 1 1 1 1 1 1 2 2
13504 2 2 1 1 2 1 2 2 2 2
13505 2 1 1 1 1 1 2 2 2 2
13506 2 2 2 2 2 2 2 1 2 2
13507 2 2 1 2 1 1 1 1 2 2
13508 2 1 2 2 2 2 2 2 2 2
13509 2 2 1 2 1 2 1 2 2 2
13510 2 2 2 2 2 2 2 2 2 2
13511 2 2 1 1 1 1 1 2 1 2
13512 2 2 2 1 1 1 1 2 2 2
13513 1 2 2 1 1 1 1 1 1 2
13514 2 1 1 2 2 2 2 2 2 2
13515 1 2 1 1 1 1 1 2 2 2
13516 2 2 1 1 1 1 1 2 2 2
13517 2 2 2 2 1 2 1 2 2 2
13518 2 1 1 1 1 2 1 2 2 2
13519 2 2 2 2 2 2 2 2 2 2
13520 2 1 2 1 1 1 1 2 2 2
13521 2 2 2 1 2 2 2 2 2 2
13522 2 2 1 1 1 2 1 2 2 2
13523 2 2 2 1 2 2 2 2 2 2
13524 1 1 1 1 1 1 2 2 2 2
13525 1 1 2 2 1 1 1 2 2 2
13526 2 2 1 1 2 2 1 2 2 2
13527 2 1 2 1 2 2 1 1 2 1
13528 2 1 1 1 2 1 2 2 2 2
13529 2 2 1 1 1 2 1 2 2 2
13530 2 1 1 2 2 2 2 2 2 2
13531 2 1 1 1 1 2 2 2 2 2
13532 2 1 1 1 1 1 1 2 2 2
13533 2 1 1 1 1 1 1 2 2 2
13534 2 1 2 1 1 1 1 1 1 2
13535 1 1 1 1 1 1 1 2 2 2
13536 2 1 1 2 1 1 1 2 1 2
13537 1 2 1 1 1 1 1 2 2 2
13538 2 1 1 1 1 1 1 2 2 2
13539 2 1 2 2 1 1 2 2 2 2
13540 2 2 1 2 1 1 2 2 2 2
13541 2 2 1 1 1 1 1 2 1 2
13542 2 2 2 2 1 2 1 2 2 2
13543 2 1 1 1 2 1 2 2 2 2
13544 2 1 1 1 1 1 1 2 2 2
13545 2 2 1 1 1 1 1 2 2 2
13546 2 2 2 1 2 2 2 2 2 2
13547 1 1 1 1 1 1 1 1 1 2
13548 2 2 1 1 2 1 1 2 2 2
13549 1 2 1 2 1 2 2 2 1 2
13550 2 2 2 2 1 1 1 1 2 2
13551 1 1 1 2 1 1 1 2 1 2
13552 1 1 1 1 1 1 1 2 2 2
13553 2 2 2 2 2 2 2 2 2 2
13554 2 2 1 1 1 1 1 2 2 2
13555 2 1 1 1 1 1 1 2 1 2
13556 2 2 1 2 2 2 2 2 2 2
13557 2 2 1 1 1 1 2 2 1 2
13558 2 1 1 1 1 2 1 2 2 2
13559 2 2 2 1 1 1 2 2 1 2
13560 2 2 1 1 1 1 1 2 2 2
13561 1 1 2 2 2 1 1 1 2 2
13562 2 2 2 1 2 2 2 2 2 2
13563 2 1 2 1 2 1 2 1 2 2
13564 2 2 2 1 2 2 1 2 2 2
13565 2 2 2 2 1 1 2 1 2 2
13566 2 1 1 1 1 2 1 2 2 2
13567 2 2 1 1 2 2 2 2 2 2
13568 2 2 2 1 1 1 1 2 1 2
13569 2 1 2 1 2 2 2 2 2 2
13570 2 1 1 1 1 1 2 2 2 2
13571 2 2 2 2 2 1 2 2 2 2
13572 2 2 2 2 2 1 2 2 2 2
13573 2 1 1 1 1 1 1 2 1 2
13574 2 2 2 1 1 1 1 2 1 2
13575 1 1 1 1 1 2 1 2 2 2
13576 2 2 1 1 2 1 2 2 2 2
13577 2 1 1 1 1 2 2 2 2 2
13578 1 2 2 2 2 2 1 2 2 2
13579 2 2 1 1 1 1 1 2 2 2
13580 2 2 2 1 1 1 1 2 2 2
13581 2 2 1 1 1 1 1 2 1 2
13582 2 2 2 1 1 2 2 2 2 2
13583 2 1 1 1 1 1 1 1 2 2
13584 1 1 1 2 1 1 2 2 1 2
13585 2 2 1 2 2 2 2 2 2 2
13586 2 1 1 1 1 2 1 2 2 2
13587 2 2 1 1 1 1 1 2 2 2
13588 2 2 1 2 2 2 1 2 2 2
13589 2 2 2 2 2 2 1 2 2 2
13590 2 2 2 2 2 2 2 2 2 2
13591 2 1 1 1 1 2 1 2 2 2
13592 2 1 1 1 1 2 2 1 2 2
13593 2 1 1 2 1 2 2 2 2 2
13594 2 2 1 2 1 1 1 2 1 2
13595 2 2 2 2 2 1 1 2 2 2
13596 2 2 2 2 2 2 2 2 2 2
13597 2 2 2 1 2 1 2 2 2 2
13598 2 1 1 2 1 2 1 1 2 2
13599 2 1 1 2 1 1 1 2 1 2
13600 2 1 1 1 1 2 2 2 2 2
13601 2 1 1 1 1 1 1 2 2 2
13602 2 2 2 1 1 2 1 2 2 2
13603 2 1 2 1 1 1 1 2 2 2
13604 2 2 1 2 1 1 2 2 2 2
13605 1 2 2 2 2 2 2 2 2 2
13606 2 2 1 1 1 1 1 1 2 2
13607 1 2 1 2 2 2 2 2 2 2
13608 1 2 1 1 1 1 1 2 1 2
13609 2 1 1 1 1 2 1 2 2 2
13610 2 2 1 1 2 1 2 2 2 2
13611 2 1 2 1 1 2 1 2 2 2
13612 2 2 2 2 2 2 2 2 2 2
13613 2 2 2 1 2 2 2 2 2 2
13614 1 2 1 1 2 1 1 1 2 2
13615 2 2 1 1 1 1 2 2 2 2
13616 2 2 2 2 2 2 2 2 2 2
13617 2 2 1 1 2 2 2 2 2 2
13618 2 2 2 1 1 1 2 1 2 2
13619 1 1 1 2 1 1 1 1 2 2
13620 2 1 2 2 2 1 1 1 2 2
13621 2 2 1 2 1 2 2 2 2 2
13622 2 1 1 1 1 2 2 2 2 2
13623 2 2 2 1 2 1 2 2 2 2
13624 2 1 2 1 2 2 2 2 2 2
13625 2 1 1 1 2 2 1 2 2 2
13626 2 2 1 1 1 1 2 2 2 2
13627 2 2 2 2 2 2 2 2 2 2
13628 1 2 1 1 2 1 1 2 2 2
13629 2 2 2 2 2 1 2 2 2 2
13630 2 2 2 2 2 1 2 2 2 2
13631 2 1 2 1 1 1 2 2 2 2
13632 2 1 1 2 1 1 1 1 2 2
13633 2 1 1 1 1 1 1 2 2 2
13634 2 1 1 1 1 1 1 2 2 2
13635 2 2 2 2 2 2 2 2 2 2
13636 2 2 2 1 2 1 2 2 2 2
13637 2 1 1 1 1 2 2 2 2 2
13638 2 1 1 1 1 2 2 2 1 2
13639 2 1 1 2 1 2 1 2 2 2
13640 1 1 2 1 2 1 2 1 2 2
13641 2 1 2 2 2 2 1 2 2 2
13642 2 2 2 2 1 2 2 2 2 2
13643 2 1 1 1 1 1 1 2 1 2
13644 2 2 1 1 1 1 1 2 2 2
13645 2 1 2 1 2 1 1 2 2 2
13646 1 1 1 1 2 1 1 2 2 2
13647 2 2 1 1 1 1 2 2 2 2
13648 2 1 1 1 1 1 2 1 1 2
13649 2 2 1 1 1 1 1 2 2 2
13650 2 1 1 1 1 1 1 1 2 2
13651 1 2 1 1 1 1 1 2 1 2
13652 2 2 2 1 1 2 1 2 2 2
13653 1 1 1 1 1 1 1 2 2 2
13654 2 2 2 1 1 1 2 2 2 2
13655 2 2 1 1 1 2 1 2 2 2
13656 1 1 1 2 1 1 1 1 2 2
13657 2 2 1 1 1 1 2 2 2 2
13658 2 2 1 1 1 1 2 2 2 2
13659 2 1 1 1 1 1 1 2 2 2
13660 2 1 2 1 2 2 1 2 1 2
13661 2 1 1 2 2 1 1 2 2 2
13662 2 2 2 2 1 1 1 2 2 2
13663 1 2 1 1 1 1 2 2 2 2
13664 2 2 2 1 2 2 2 2 2 2
13665 2 2 2 1 2 2 1 2 2 2
13666 1 1 1 1 1 1 2 2 2 2
13667 1 2 1 1 2 1 1 2 2 2
13668 2 2 1 1 2 2 2 2 2 2
13669 1 1 2 1 1 1 2 2 1 1
13670 2 1 1 1 1 1 1 2 1 2
13671 2 1 1 1 1 2 2 2 2 2
13672 1 2 1 1 1 1 1 2 2 2
13673 2 2 1 2 2 2 2 2 2 2
13674 1 2 2 2 2 1 2 2 2 2
13675 1 2 2 2 1 1 2 1 2 2
13676 2 2 2 1 1 2 2 2 2 2
13677 2 2 1 1 1 2 1 2 2 2
13678 2 2 2 2 2 1 2 2 2 2
13679 2 2 2 1 2 2 2 2 2 2
13680 2 2 1 1 1 1 2 2 2 2
13681 2 2 2 2 1 2 2 2 2 2
13682 2 1 1 1 1 1 1 2 1 2
13683 2 2 2 2 2 2 2 2 2 2
13684 1 2 2 1 2 2 1 2 2 2
13685 1 1 1 1 1 2 1 2 2 2
13686 2 1 1 1 1 1 2 2 2 2
13687 2 2 1 1 1 1 2 2 2 2
13688 2 1 1 1 1 1 1 2 2 2
13689 2 2 1 1 1 1 1 1 1 2
13690 1 2 1 1 1 1 2 2 2 2
13691 1 1 1 1 1 1 1 2 2 2
13692 1 1 1 2 1 1 1 2 1 2
13693 1 1 1 1 1 1 2 2 2 2
13694 1 2 2 2 1 2 1 2 2 2
13695 1 1 1 1 1 1 1 1 1 2
13696 2 2 1 1 1 1 2 2 2 2
13697 1 2 2 1 1 1 1 2 1 2
13698 2 1 2 2 1 1 2 2 2 2
13699 2 1 1 1 1 1 1 2 1 2
13700 2 2 1 1 1 2 1 2 2 2
13701 1 2 1 1 1 2 1 2 1 2
13702 2 1 1 1 1 1 1 2 1 2
13703 1 2 1 1 1 2 2 2 1 2
13704 1 2 1 1 1 1 1 1 1 2
13705 2 2 2 1 2 2 2 2 2 2
13706 1 1 1 1 1 2 1 1 2 2
13707 1 2 1 1 2 1 1 2 2 2
13708 2 1 1 1 1 1 1 2 1 2
13709 2 2 1 1 1 1 1 2 2 2
13710 2 2 1 1 1 1 2 2 2 2
13711 1 1 1 1 1 1 2 1 2 2
13712 1 2 2 2 1 1 1 2 1 2
13713 2 2 2 1 1 2 1 2 2 2
13714 2 2 1 1 2 1 2 2 2 2
13715 1 1 1 1 2 2 1 2 2 2
13716 1 1 1 1 1 1 1 1 1 2
13717 1 1 2 1 1 1 2 2 1 2
13718 2 2 1 1 2 2 1 2 2 2
13719 2 2 1 2 2 2 1 2 2 2
13720 1 2 1 1 1 1 1 2 1 2
13721 1 2 1 1 2 2 1 2 2 2
13722 2 1 1 1 1 1 1 2 2 2
13723 2 1 1 1 2 2 1 2 2 2
13724 2 2 2 2 2 2 2 2 2 2
13725 1 2 1 1 1 1 2 2 2 2
13726 2 2 2 2 2 2 2 2 2 2
13727 2 2 1 1 1 1 2 2 2 2
13728 2 2 2 1 2 2 2 2 2 2
